Macroárea,Área de Estudo,Nome,Gênero,Bolsa PQ,Instituição,Estado da Instituição,Região da Instituição
Ciências da Vida,Ecologia e Limnologia,Sandra Maria Feliciano de Oliveira e Azevedo,Mulher,PQ-1D,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Sandra Maria Hartz,Mulher,PQ-1C,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Servio Pontes Ribeiro,Homem,PQ-2,UFOP,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Sidinei Magela Thomaz,Homem,PQ-1A,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Sidney Feitosa Gouveia,Homem,PQ-2,UFS,SE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Simon Luke Elliot,Homem,PQ-1C,UFV,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Tadeu de Siqueira Barros,Homem,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Tatiana Garabini Cornelissen,Mulher,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Tereza Cristina Giannini,Mulher,PQ-2,ITV,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Thaísa Sala Michelan,Mulher,PQ-2,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Thiago Fernando Lopes Valle de Britto Rangel,Homem,PQ-1B,UFG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Thiago Junqueira Izzo,Homem,PQ-C,UFMT,MT,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Civil,Luiz Fernando Mahlmann Heineck,Homem,PQ-SR,UECE,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Civil,Ney Augusto Dumont,Homem,PQ-SR,PUC-Rio,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Vania Regina Pivello,Mulher,PQ-C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Amit Bhaya,Homem,PQ-SR,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Victor Satoru Saito,Homem,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Vinicius Fortes Farjalla,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Vinícius José Giglio Fernandes,Homem,PQ-C,UFOPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Walter Santos de Araújo,Homem,PQ-2,UNIMONTES,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Wesley Augusto Conde Godoy,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,William Ernest Magnusson,Homem,PQ-1B,INPA,AM,Norte
Ciências da Vida,Ecologia e Limnologia,Xavier Arnan Viadiu,Homem,PQ-1D,UPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Yasmine Antonini Itabaiana,Mulher,PQ-C,UFOP,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Yzel Rondon Súarez,Homem,PQ-C,UEMS,MS,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Adalmir Antonio Marquetti,Homem,PQ-2,PUCRS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Adelar Fochezatto,Homem,PQ-1D,PUCRS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Admir Antonio Betarelli Junior,Homem,PQ-2,UFJF,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Ahmad Saeed Khan,Homem,PQ-1D,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Alcides Goularti Filho,Homem,PQ-2,UNESC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Alcido Elenor Wander,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Alessandro Donadio Miebach,Homem,PQ-C,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Alexandre Alves Porsse,Homem,PQ-C,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Alexandre Bragança Coelho,Homem,PQ-2,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Alexandre Gori Maia,Homem,PQ-1D,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Alexandre Mendes Cunha,Homem,PQ-C,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Alexandre Nunes de Almeida,Homem,PQ-1D,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Aline Souza Magalhães,Mulher,PQ-C,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Ana Flavia Machado,Mulher,PQ-2,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Armando Martins Leite da Silva,Homem,PQ-SR,PUC-Rio,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Anderson Moreira Aristides dos Santos,Homem,PQ-C,UFAL,AL,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Andre de Melo Modenesi,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,André Carraro,Homem,PQ-2,UFPEL,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,André Filipe Zago de Azevedo,Homem,PQ-C,UFPEL,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,André Luis Squarize Chagas,Homem,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,André Moreira Cunha,Homem,PQ-1B,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,André Portela Fernandes de Souza,Homem,PQ-1D,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,André de Mattos Marques,Homem,PQ-2,UFPB,PB,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Antonio Carlos Diegues Junior,Homem,PQ-C,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Antonio Corrêa de Lacerda,Homem,PQ-C,PUC/SP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Argemiro Luís Brum,Homem,PQ-2,UNIJUI,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Augusta Pelinski Raiher,Mulher,PQ-1D,UEPG,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Augusto Mussi Alvim,Homem,PQ-C,PUCRS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Benjamin Miranda Tabak,Homem,PQ-1A,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Bernardo Pinheiro Machado Mueller,Homem,PQ-2,UnB,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Bernardo de Vasconcellos Guimaraes,Homem,PQ-1B,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Bladimir Carrillo Bermúdez,Homem,PQ-C,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Braz Ministerio de Camargo,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Breno Ramos Sampaio,Homem,PQ-2,UFPE,PE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Bruna Angela Branchi,Mulher,PQ-2,PUC Campinas,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Bruno Cara Giovannetti,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Bruno Ferman,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Bruno Martarello De Conti,Homem,PQ-C,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Aguiar de Medeiros,Homem,PQ-2,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Alves do Nascimento,Homem,PQ-2,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Cesar Santejo Saiani,Homem,PQ-C,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Eduardo Frickmann Young,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Enrique Carrasco Gutierrez,Homem,PQ-2,UCB/DF,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Eugênio Ellery Lustosa da Costa,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Jose Caetano Bacha,Homem,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carlos Roberto Azzoni,Homem,PQ-B,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Djalma Mosqueira Falcão,Homem,PQ-SR,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Carolina Troncoso Baltar,Mulher,PQ-2,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Cassia Kely Favoretto,Mulher,PQ-C,UEM,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Cassio da Nobrega Besarria,Homem,PQ-C,UFPB,PB,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Celio Hiratuka,Homem,PQ-B,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Cleomar Gomes da Silva,Homem,PQ-1D,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Cláudio Ribeiro de Lucinda,Homem,PQ-2,FEAC/USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Cristine Campos de Xavier Pinto,Mulher,PQ-2,INSPER,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Daniel Domingues dos Santos,Homem,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Daniel Ferreira Pereira Gonçalves da Mata,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Daniel Oliveira Cajueiro,Homem,PQ-1B,UnB,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Daniel de Abreu Pereira Uhr,Homem,PQ-C,UFPEL,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,David Dequech Filho,Homem,PQ-1C,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Diogo Ferraz,Homem,PQ-2,UFOP,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Dominik Hartmann,Homem,PQ-C,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Douglas Alcântara Alencar,Homem,PQ-2,UFPA,PA,Norte
Ciências Humanas e Sociais Aplicadas,Economia,Dênis Antônio Da Cunha,Homem,PQ-B,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Edson Paulo Domingues,Homem,PQ-A,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Edson Talamini,Homem,PQ-1D,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Edson Zambon Monte,Homem,PQ-C,UFES,ES,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Eduardo Amaral Haddad,Homem,PQ-1C,FEAC/USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Eduardo Angeli,Homem,PQ-2,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Eduardo Gonçalves,Homem,PQ-1D,UFJF,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Eduardo Pontual Ribeiro,Homem,PQ-2,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Eduardo Simões de Almeida,Homem,PQ-2,UFJF,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Eduardo da Motta e Albuquerque,Homem,PQ-1D,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Edward Martins Costa,Homem,PQ-C,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Eliane Cristina de Araujo Sbardellati,Mulher,PQ-1D,UEM,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Emanoel Márcio Nunes,Homem,PQ-2,UERN,RN,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Emanuel Augusto Rodrigues Ornelas,Homem,PQ-B,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Emerson Fernandes Marçal,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Enlinson Henrique Carvalho de Mattos,Homem,PQ-1B,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Eraldo Sergio Barbosa Da Silva,Homem,PQ-2,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Erik Alencar de Figueiredo,Homem,PQ-1D,UFPB,PB,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Evandro Camargos Teixeira,Homem,PQ-2,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Fabiana Fontes Rocha,Mulher,PQ-B,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Fabio Augusto Reis Gomes,Homem,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Felipe Garcia Ribeiro,Homem,PQ-2,UFPEL,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Fernanda Gonçalves de La Fuente Estevan,Mulher,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Fernanda Maria Muller,Mulher,PQ-2,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Fernando Antônio de Barros Júnior,Homem,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Fernando Daniel Chague,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Fernando Salgueiro Perobelli,Homem,PQ-A,UFJF,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Flavio Vilela Vieira,Homem,PQ-2,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Flávia Lúcia Chein Feres,Mulher,PQ-2,UFJF,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Flávia Mori Sarti,Mulher,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Flávio Augusto Ziegelmann,Homem,PQ-1D,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Francis Carlo Petterini Lourenço,Homem,PQ-C,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Francisca Zilania Mariano,Mulher,PQ-2,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Francisco José Silva Tabosa,Homem,PQ-2,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Francisco Junqueira Moreira da Costa,Homem,PQ-C,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Francisco de Sousa Ramos,Homem,PQ-2,UFPE,PE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Franklin Leon Peres Serrano,Homem,PQ-B,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Frederico Gonzaga Jayme Junior,Homem,PQ-B,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Fábio Henrique Bittes Terra,Homem,PQ-1D,UFABC,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Gabriel Caldas Montes,Homem,PQ-1C,UFF,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Gervásio Ferreira dos Santos,Homem,PQ-B,UFBA,BA,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Gibran da Silva Teixeira,Homem,PQ-C,FURG,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Gilberto Tadeu Lima,Homem,PQ-1A,FEAC/USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Gilberto de Assis Libanio,Homem,PQ-C,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Giuliano Contento de Oliveira,Homem,PQ-2,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Guilherme Diniz Irffi,Homem,PQ-2,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Guilherme Valle Moura,Homem,PQ-2,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Gustavo Maurício Gonzaga,Homem,PQ-2,PUC-Rio,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Gustavo de Britto Rocha,Homem,PQ-2,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Helder Ferreira de Mendonça,Homem,PQ-1A,UFF,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Henrique Morrone,Homem,PQ-2,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Herick Fernando Moralles,Homem,PQ-2,UFSCAR,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Hildo Meirelles de Souza Filho,Homem,PQ-2,UFSCAR,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Humberto Francisco Silva Spolador,Homem,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Humberto Luiz Ataíde Moreira,Homem,PQ-B,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Ivan Colangelo Salomão,Homem,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Izete Pengo Bagolin,Mulher,PQ-2,PUCRS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Jaime José Orrillo Carhuajulca,Homem,PQ-2,UCB/DF,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Jair Andrade de Araujo,Homem,PQ-1D,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Janaina Ruffoni,Mulher,PQ-2,UNISINOS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Jaylson Jair da Silveira,Homem,PQ-C,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Jefferson Andronio Ramundo Staduto,Homem,PQ-1D,UNIOESTE,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Edison Roberto Cabral da Silva,Homem,PQ-SR,UFPB,PB,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Jose Heleno Faro,Homem,PQ-2,INSPER,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Jose Maria Ferreira Jardim da Silveira,Homem,PQ-2,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,José Angelo Costa do Amor Divino,Homem,PQ-1B,UCB/DF,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,José Felipe Araujo de Almeida,Homem,PQ-1D,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,José Luiz Parré,Homem,PQ-2,UEM,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,José Luís da Costa Oreiro,Homem,PQ-1D,UnB,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,José Ricardo de Santana,Homem,PQ-2,UFS,SE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,José Valentim Machado Vicente,Homem,PQ-2,IBMEC,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,José de Jesus Sousa Lemos,Homem,PQ-2,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,João Frois Caldeira,Homem,PQ-1C,UFSC,SC,Sul
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Edson Hirokazu Watanabe,Homem,PQ-SR,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,João Prates Romero,Homem,PQ-C,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,João Victor Issler,Homem,PQ-1A,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Junior Ruiz Garcia,Homem,PQ-C,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Jéfferson Augusto Colombo,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Júlia Elisabete Barden,Mulher,PQ-2,UNIVATES,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Kalinca Leia Becker,Mulher,PQ-C,UFSM,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Kenya Valeria Micaela de Souza Noronha,Mulher,PQ-2,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Kilmer Coelho Campos,Homem,PQ-C,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Kênia Barreiro de Souza,Mulher,PQ-C,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Leandro dos Santos Maciel,Homem,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Leda Maria Paulani,Mulher,PQ-1D,FEAC/USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Leonardo Bornacki de Mattos,Homem,PQ-2,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Leonardo Chaves Borges Cardoso,Homem,PQ-2,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Leonardo Costa Ribeiro,Homem,PQ-C,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Leonardo Monteiro Monasterio,Homem,PQ-2,IDP,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Letícia de Oliveira,Mulher,PQ-C,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Lucas Jóver Maestri,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Luciano Menezes Bezerra Sampaio,Homem,PQ-C,UFRN,RN,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Luciano Nakabashi,Homem,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Luiz Carlos de Santana Ribeiro,Homem,PQ-2,UFS,SE,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Luiz Fernando Rodrigues de Paula,Homem,PQ-1D,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Luiz Guilherme Dácar da Silva Scorzafave,Homem,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Luís Eduardo Afonso,Homem,PQ-2,FEAC/USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Madalena Maria Schlindwein,Mulher,PQ-2,UFGD,MS,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcel de Toledo Vieira,Homem,PQ-2,UFJF,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Brutti Righi,Homem,PQ-C,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Cunha Medeiros,Homem,PQ-1B,PUC-Rio,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Fernandes,Homem,PQ-1B,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo José Braga,Homem,PQ-1B,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Jovita Moreira,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Justus dos Santos,Homem,PQ-C,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Pereira Fernandes,Homem,PQ-C,UFRRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Helio Waldman,Homem,PQ-SR,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Rodrigues dos Santos,Homem,PQ-2,INSPER,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo Savino Portugal,Homem,PQ-1D,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Marcelo de Carvalho Griebeler,Homem,PQ-2,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Marco Flávio da Cunha Resende,Homem,PQ-2,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marco Tulio Aniceto Franca,Homem,PQ-1D,PUCRS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Marcos Tadeu Caputi Lélis,Homem,PQ-C,UNISINOS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Maria Dolores Montoya Diaz,Mulher,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Maria Helena Lavinas de Morais,Mulher,PQ-B,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Maria Micheliana da Costa Silva,Mulher,PQ-C,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marina Silva da Cunha,Mulher,PQ-1D,UEM,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Marisa dos Reis Azevedo Botelho,Mulher,PQ-C,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Marislei Nishijima,Mulher,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Mateus Boldrine Abrita,Homem,PQ-C,UEMS,MS,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Mathias Schneid Tessmann,Homem,PQ-C,IDP,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Mauricio Cortez Reis,Homem,PQ-C,IPEA,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Mauricio Soares Bugarin,Homem,PQ-2,UnB,DF,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Mauro Rodrigues Junior,Homem,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Maurício Vaz Lobo Bittencourt,Homem,PQ-C,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Economia,Miguel Antonio Pinho Bruno,Homem,PQ-2,IBGE,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Márcia Siqueira Rapini,Mulher,PQ-1D,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Elétrica e Microeletrônica,Jean Pierre von der Weid,Homem,PQ-SR,PUC-Rio,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Márcio Poletti Laurini,Homem,PQ-1D,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Mônica Viegas Andrade,Mulher,PQ-1D,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Mônica de Moura Pires,Mulher,PQ-2,UESC,BA,Nordeste
Ciências Humanas e Sociais Aplicadas,Economia,Naercio Aquino Menezes Filho,Homem,PQ-1C,INSPER,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Economia,Nelson Leitão Paes,Homem,PQ-1D,UFMT,MT,Centro-Oeste
Ciências Humanas e Sociais Aplicadas,Economia,Nelson Marconi,Homem,PQ-C,FGV,SP,Sudeste
